Time	CellId	RNTI	BWPId	SINR(dB)
1.03507	2	1	0	15.9543
1.03507	4	3	0	32.1961
1.03507	4	2	0	8.67524
1.03507	4	1	0	-1.8807
1.04007	2	1	0	6.20277
1.04007	4	3	0	31.918
1.04007	4	2	0	8.30508
1.04007	4	1	0	-1.82471
1.04507	2	1	0	6.84945
1.04507	4	3	0	32.0211
1.04507	4	2	0	8.35556
1.04507	4	1	0	-2.12325
1.05007	2	1	0	6.39749
1.05007	4	3	0	31.7283
1.05007	4	2	0	8.83411
1.05007	4	1	0	-1.47268
1.05507	2	1	0	7.10202
1.05507	4	3	0	31.863
1.05507	4	2	0	8.40598
1.05507	4	1	0	-1.93226
1.06007	2	1	0	6.08173
1.06007	4	3	0	31.8772
1.06007	4	2	0	8.47277
1.06007	4	1	0	-2.17972
1.06507	2	1	0	7.72809
1.06507	4	3	0	31.8779
1.06507	4	2	0	8.40492
1.06507	4	1	0	-2.07395
1.07007	2	1	0	5.8413
1.07007	4	3	0	31.7796
1.07007	4	2	0	7.8792
1.07007	4	1	0	-1.9476
1.07507	2	1	0	6.94019
1.07507	4	3	0	31.5867
1.07507	4	2	0	8.15184
1.07507	4	1	0	-1.51325
1.08007	2	1	0	5.99804
1.08007	4	3	0	31.7074
1.08007	4	2	0	8.01985
1.08007	4	1	0	-1.8057
1.08507	2	1	0	7.20332
1.08507	4	3	0	31.8953
1.08507	4	2	0	7.82647
1.08507	4	1	0	-1.18413
1.09007	2	1	0	6.29163
1.09007	4	3	0	31.928
1.09007	4	2	0	8.36383
1.09007	4	1	0	-1.03661
1.09107	4	3	0	33.6806
1.09107	4	2	0	8.66213
1.09107	4	1	0	-0.444308
1.09507	2	1	0	6.82851
1.09507	4	3	0	31.8213
1.09507	4	2	0	8.1425
1.09507	4	1	0	-1.12483
1.09907	2	1	0	8.42369
1.10007	2	1	0	6.74213
1.10007	4	3	0	31.8216
1.10007	4	2	0	8.38557
1.10007	4	1	0	-1.3505
1.10107	4	3	0	33.6977
1.10107	4	2	0	8.7521
1.10107	4	1	0	-0.656218
1.10507	2	1	0	6.30136
1.10507	4	3	0	31.9706
1.10507	4	2	0	8.74488
1.10507	4	1	0	-0.895651
1.10807	4	3	0	33.8392
1.10807	4	2	0	8.79795
1.10807	4	1	0	-0.555123
1.11007	2	1	0	6.88344
1.11007	4	3	0	32.0164
1.11007	4	2	0	8.46658
1.11007	4	1	0	-0.991833
1.11507	2	1	0	5.92573
1.11507	4	3	0	32.122
1.11507	4	2	0	8.72396
1.11507	4	1	0	-1.06235
1.12007	2	1	0	6.9735
1.12007	4	3	0	32.1428
1.12007	4	2	0	8.81616
1.12007	4	1	0	-0.843508
1.12507	2	1	0	6.08196
1.12507	4	3	0	32.1682
1.12507	4	2	0	8.47172
1.12507	4	1	0	-0.969236
1.13007	2	1	0	7.72653
1.13007	4	3	0	32.2154
1.13007	4	2	0	8.7254
1.13007	4	1	0	-0.510359
1.13507	2	1	0	6.15142
1.13507	4	3	0	32.0371
1.13507	4	2	0	8.27662
1.13507	4	1	0	-0.838176
1.14007	2	1	0	8.30199
1.14007	4	3	0	32.6491
1.14007	4	2	0	6.1217
1.14007	4	1	0	3.98139
1.14507	2	1	0	29.3489
1.14507	4	3	0	34.2131
1.14507	4	2	0	5.71821
1.14507	4	1	0	3.01352
1.15007	2	1	0	29.2058
1.15007	4	3	0	34.3734
1.15007	4	2	0	5.38111
1.15007	4	1	0	3.07539
1.15507	2	1	0	29.3151
1.15507	4	3	0	34.2947
1.15507	4	2	0	5.22624
1.15507	4	1	0	4.39958
1.16007	2	1	0	29.3125
1.16007	4	3	0	34.1159
1.16007	4	2	0	5.20989
1.16007	4	1	0	3.16896
1.16507	2	1	0	29.1978
1.16507	4	3	0	34.3206
1.16507	4	2	0	5.20438
1.16507	4	1	0	1.91795
1.17007	2	1	0	28.9669
1.17007	4	3	0	34.5492
1.17007	4	2	0	5.12892
1.17007	4	1	0	3.43261
1.17107	4	3	0	34.8539
1.17107	4	2	0	5.581
1.17107	4	1	0	3.90429
1.17507	2	1	0	29.0609
1.17507	4	3	0	34.2871
1.17507	4	2	0	5.57216
1.17507	4	1	0	3.06562
1.17907	2	1	0	29.8969
1.18007	2	1	0	29.5364
1.18007	4	3	0	34.1454
1.18007	4	2	0	5.70524
1.18007	4	1	0	2.94303
1.18107	4	3	0	34.6565
1.18107	4	2	0	5.9848
1.18107	4	1	0	3.44232
1.18507	2	1	0	29.4248
1.18507	4	3	0	34.0843
1.18507	4	2	0	5.51545
1.18507	4	1	0	3.80825
1.18807	4	3	0	34.5989
1.18807	4	2	0	5.68102
1.18807	4	1	0	3.53105
1.19007	2	1	0	29.2144
1.19007	4	3	0	33.8665
1.19007	4	2	0	5.28142
1.19007	4	1	0	2.22381
1.19507	2	1	0	29.1956
1.19507	4	3	0	33.9438
1.19507	4	2	0	5.08599
1.19507	4	1	0	1.58658
1.20007	2	1	0	29.3608
1.20007	4	3	0	34.2096
1.20007	4	2	0	5.2957
1.20007	4	1	0	3.53458
1.20507	2	1	0	29.3414
1.20507	4	3	0	34.1529
1.20507	4	2	0	5.48905
1.20507	4	1	0	3.42065
1.21007	2	1	0	29.117
1.21007	4	3	0	33.8823
1.21007	4	2	0	5.43326
1.21007	4	1	0	2.64906
1.21507	2	1	0	28.8801
1.21507	4	3	0	33.8252
1.21507	4	2	0	5.44605
1.21507	4	1	0	3.41149
1.22007	2	1	0	28.8518
1.22007	4	3	0	34.2136
1.22007	4	2	0	5.40462
1.22007	4	1	0	2.32664
1.22507	2	1	0	28.7946
1.22507	4	3	0	34.1461
1.22507	4	2	0	5.19355
1.22507	4	1	0	1.87571
1.23007	2	1	0	28.8737
1.23007	4	3	0	34.2247
1.23007	4	2	0	4.54303
1.23007	4	1	0	3.39943
1.23507	2	1	0	28.7164
1.23507	4	3	0	34.2281
1.23507	4	2	0	4.30499
1.23507	4	1	0	2.23201
1.24007	2	1	0	28.789
1.24007	4	3	0	34.18
1.24007	4	2	0	4.11468
1.24007	4	1	0	0.980937
1.24507	2	1	0	28.3536
1.24507	4	3	0	7.55536
1.24507	4	2	0	6.95043
1.24507	4	1	0	1.05298
1.25007	2	1	0	28.2839
1.25007	4	3	0	6.50878
1.25007	4	2	0	7.43085
1.25007	4	1	0	1.04775
1.25107	4	3	0	8.00699
1.25107	4	2	0	7.56093
1.25107	4	1	0	1.44221
1.25507	2	1	0	28.3472
1.25507	4	3	0	7.2066
1.25507	4	2	0	7.14502
1.25507	4	1	0	1.11995
1.25907	2	1	0	29.5472
1.26007	2	1	0	28.4303
1.26007	4	3	0	6.49978
1.26007	4	2	0	7.21011
1.26007	4	1	0	0.935012
1.26107	4	3	0	7.70731
1.26107	4	2	0	8.03967
1.26107	4	1	0	1.35473
1.26507	2	1	0	28.6131
1.26507	4	3	0	7.2013
1.26507	4	2	0	7.3272
1.26507	4	1	0	0.780287
1.26807	4	3	0	8.49153
1.26807	4	2	0	7.70495
1.26807	4	1	0	1.52381
1.27007	2	1	0	28.389
1.27007	4	3	0	7.05582
1.27007	4	2	0	7.04774
1.27007	4	1	0	1.05224
